id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,errors
7480201,2025-01-02 08:43:00,1856,257,$505.46,Swipe Transaction,99161,Fayetteville,
7480202,2025-01-02 08:44:00,62,2425,$8.96,Swipe Transaction,97871,Trinidad,
7480203,2025-01-02 08:44:00,566,4547,$11.04,Swipe Transaction,69972,Mc Bee,
7480204,2025-01-02 08:44:00,1141,237,$14.20,Swipe Transaction,48919,Winston Salem,
7480205,2025-01-02 08:44:00,1391,4107,$26.53,Swipe Transaction,20561,Rego Park,
7480206,2025-01-02 08:45:00,231,2474,$22.30,Online Transaction,9932,ONLINE,
7480207,2025-01-02 08:45:00,1451,5530,$64.82,Swipe Transaction,28823,Revere,
7480208,2025-01-02 08:46:00,1006,4723,$-58.00,Swipe Transaction,43293,Hobart,
7480209,2025-01-02 08:46:00,1330,4579,$15.49,Swipe Transaction,83271,Pine Mountain Club,
7480210,2025-01-02 08:47:00,135,2808,$39.71,Online Transaction,39021,ONLINE,
7480211,2025-01-02 08:47:00,1398,200,$0.52,Swipe Transaction,61579,Parsippany,
7480212,2025-01-02 08:47:00,1428,5116,$7.85,Swipe Transaction,44578,Vienna,
7480213,2025-01-02 08:48:00,278,2518,$20.56,Swipe Transaction,75781,Houston,
7480214,2025-01-02 08:48:00,460,4534,$7.93,Swipe Transaction,20519,Larchmont,
7480216,2025-01-02 08:48:00,1006,4723,$20.29,Swipe Transaction,43293,Hobart,
7480218,2025-01-02 08:50:00,984,121,$459.00,Swipe Transaction,77316,Wildwood,
7480219,2025-01-02 08:50:00,1104,5766,$14.30,Swipe Transaction,20561,Pompano Beach,
7480220,2025-01-02 08:50:00,1528,4315,$12.36,Swipe Transaction,17678,Minden,
7480221,2025-01-02 08:50:00,1742,4559,$9.70,Swipe Transaction,26945,Noblesville,
7480222,2025-01-02 08:50:00,1881,2554,$1.89,Swipe Transaction,86438,Dearborn,
7480223,2025-01-02 08:51:00,63,5489,$-87.00,Swipe Transaction,26810,Newark,
7480224,2025-01-02 08:51:00,77,5906,$15.08,Swipe Transaction,10792,Dauphin,
7480225,2025-01-02 08:51:00,914,2148,$-97.00,Swipe Transaction,59935,Wichita,
7480227,2025-01-02 08:51:00,1381,3738,$554.95,Online Transaction,43422,ONLINE,
7480228,2025-01-02 08:51:00,1928,4493,$32.15,Swipe Transaction,78757,Ridgefield,
7480229,2025-01-02 08:51:00,1966,4087,$12.60,Swipe Transaction,20561,Paragould,
7480231,2025-01-02 08:52:00,1274,2905,$150.80,Swipe Transaction,60569,Lincoln,
7480232,2025-01-02 08:52:00,1659,185,$31.45,Swipe Transaction,63683,Wauconda,
7480233,2025-01-02 08:53:00,1107,2872,$63.15,Swipe Transaction,81833,Conklin,
7480234,2025-01-02 08:53:00,1348,4982,$1.26,Swipe Transaction,59935,Brooklyn,
7480236,2025-01-02 08:55:00,602,4165,$2.81,Swipe Transaction,61195,Reidsville,
7480237,2025-01-02 08:55:00,764,3727,$109.65,Swipe Transaction,31707,Atlanta,
7480238,2025-01-02 08:55:00,1196,4542,$11.87,Swipe Transaction,50783,Kingman,
7480240,2025-01-02 08:55:00,1540,5562,$36.46,Swipe Transaction,75781,Fairfield,
7480241,2025-01-02 08:55:00,1805,2546,$2.90,Swipe Transaction,57665,Charlevoix,
7480242,2025-01-02 08:56:00,432,4301,$39.44,Swipe Transaction,22204,Newton,
7480243,2025-01-02 08:56:00,884,2237,$70.36,Swipe Transaction,78534,Grand Rapids,
7480244,2025-01-02 08:57:00,142,5140,$110.55,Swipe Transaction,47960,Eastford,
7480245,2025-01-02 08:58:00,432,4301,$69.00,Swipe Transaction,22204,Newton,
7480246,2025-01-02 08:58:00,1168,3239,$306.88,Swipe Transaction,54850,Berkeley Heights,
7480247,2025-01-02 08:58:00,1992,3797,$7.17,Swipe Transaction,75781,Doniphan,
7480248,2025-01-02 08:59:00,351,4512,$35.65,Online Transaction,39021,ONLINE,
7480249,2025-01-02 08:59:00,773,2570,$12.44,Swipe Transaction,24504,Montgomery,
7480250,2025-01-02 08:59:00,779,4558,$105.67,Swipe Transaction,50783,Richardson,
7480251,2025-01-02 08:59:00,1330,2189,$16.68,Online Transaction,15143,ONLINE,
7480252,2025-01-02 09:00:00,1956,2451,$9.46,Swipe Transaction,69956,Anaheim,
7480253,2025-01-02 09:00:00,1976,1171,$34.92,Swipe Transaction,65392,Hampstead,
7480254,2025-01-02 09:00:00,1988,2161,$240.40,Online Transaction,73186,ONLINE,
7480255,2025-01-02 09:01:00,1797,1127,$34.77,Swipe Transaction,59935,Kailua,
7480256,2025-01-02 09:02:00,556,2,$39.42,Swipe Transaction,34490,Newton Falls,
7480257,2025-01-02 09:02:00,1009,154,$6.92,Online Transaction,47399,ONLINE,
7480258,2025-01-02 09:03:00,1026,983,$16.60,Swipe Transaction,60569,Kingsburg,
7480259,2025-01-02 09:03:00,1671,5785,$8.84,Swipe Transaction,61195,Tampa,
7480260,2025-01-02 09:03:00,1797,1127,$95.00,Swipe Transaction,59935,Kailua,
7480261,2025-01-02 09:04:00,773,2570,$13.47,Swipe Transaction,83480,Rainsville,
7480263,2025-01-02 09:04:00,1324,4959,$86.79,Swipe Transaction,19964,Sarasota,
7480264,2025-01-02 09:04:00,1533,4625,$19.08,Online Transaction,39021,ONLINE,
7480265,2025-01-02 09:04:00,1992,1132,$33.13,Swipe Transaction,24823,Portageville,
7480266,2025-01-02 09:05:00,156,4604,$4.57,Swipe Transaction,46284,Fontana,
7480267,2025-01-02 09:05:00,1379,2604,$5.80,Swipe Transaction,75781,Clinton Township,
7480268,2025-01-02 09:05:00,1723,4099,$7.96,Swipe Transaction,51898,Hillsboro,
7480269,2025-01-02 09:06:00,474,2493,$18.20,Swipe Transaction,94123,Woodmere,
7480271,2025-01-02 09:06:00,1559,2920,$22.71,Online Transaction,39021,ONLINE,
7480272,2025-01-02 09:07:00,719,5518,$30.20,Online Transaction,96246,ONLINE,
7480273,2025-01-02 09:08:00,248,1030,$48.15,Swipe Transaction,60569,Tampa,
7480274,2025-01-02 09:08:00,1564,4240,$16.48,Swipe Transaction,83480,Amarillo,
7480275,2025-01-02 09:08:00,1723,4099,$8.63,Swipe Transaction,50783,White Hall,
7480277,2025-01-02 09:09:00,1666,993,$19.39,Online Transaction,39021,ONLINE,
7480278,2025-01-02 09:10:00,39,2039,$36.30,Online Transaction,39021,ONLINE,
7480279,2025-01-02 09:10:00,702,4199,$160.00,Swipe Transaction,27092,Wantagh,Insufficient Balance
7480280,2025-01-02 09:10:00,1797,1127,$-95.00,Swipe Transaction,59935,Kailua,
7480281,2025-01-02 09:11:00,639,129,$1.35,Swipe Transaction,14528,Sandusky,
7480283,2025-01-02 09:11:00,1664,5147,$27.04,Swipe Transaction,32606,Ann Arbor,
7480284,2025-01-02 09:11:00,1674,2873,$27.78,Swipe Transaction,60569,Jonesboro,
7480285,2025-01-02 09:11:00,1703,2969,$26.30,Swipe Transaction,75781,Fruita,
7480286,2025-01-02 09:11:00,1858,2146,$13.17,Swipe Transaction,50783,Pacoima,
7480287,2025-01-02 09:12:00,142,5140,$100.18,Swipe Transaction,48919,Woodstock,
7480288,2025-01-02 09:12:00,1495,4941,$17.29,Swipe Transaction,85268,Indianapolis,
7480289,2025-01-02 09:12:00,1983,3399,$43.05,Online Transaction,9932,ONLINE,
7480290,2025-01-02 09:14:00,332,253,$19.44,Online Transaction,39021,ONLINE,
7480291,2025-01-02 09:14:00,1993,4176,$143.51,Swipe Transaction,61195,Sunnyvale,
7480292,2025-01-02 09:15:00,1463,5499,$1.18,Swipe Transaction,14528,Kerhonkson,
7480293,2025-01-02 09:15:00,1576,5855,$7.52,Swipe Transaction,1710,Waterford,
7480294,2025-01-02 09:16:00,802,5432,$62.21,Swipe Transaction,18215,Elk Grove,
7480296,2025-01-02 09:16:00,877,3877,$45.78,Swipe Transaction,99370,Mesa,
7480297,2025-01-02 09:16:00,905,53,$7.04,Swipe Transaction,59935,San Mateo,
7480298,2025-01-02 09:17:00,128,5048,$14.40,Swipe Transaction,62410,Houston,
7480299,2025-01-02 09:17:00,744,4594,$22.45,Swipe Transaction,48919,Fort Lauderdale,
7480300,2025-01-02 09:17:00,946,97,$10.14,Swipe Transaction,74648,Latrobe,
7480301,2025-01-02 09:17:00,1229,5547,$12.94,Swipe Transaction,61195,Pinehurst,
7480302,2025-01-02 09:17:00,1449,241,$3.52,Swipe Transaction,61195,Warner Robins,
7480304,2025-01-02 09:18:00,319,248,$76.10,Swipe Transaction,33435,Fresno,
7480305,2025-01-02 09:18:00,506,4513,$82.88,Swipe Transaction,60569,Lockport,
7480307,2025-01-02 09:18:00,1234,22,$21.00,Online Transaction,18563,ONLINE,
7480308,2025-01-02 09:19:00,199,1031,$0.23,Swipe Transaction,14528,Allen,
7480309,2025-01-02 09:19:00,506,2060,$59.32,Online Transaction,34256,ONLINE,
7480311,2025-01-02 09:19:00,648,3888,$0.65,Swipe Transaction,14528,Clovis,
7480312,2025-01-02 09:20:00,758,5115,$60.00,Swipe Transaction,27092,Chula Vista,
7480313,2025-01-02 09:20:00,1127,4605,$17.89,Swipe Transaction,10054,Naples,
7480314,2025-01-02 09:20:00,1528,2491,$80.00,Swipe Transaction,27092,Shreveport,
7480315,2025-01-02 09:21:00,771,4986,$3.43,Swipe Transaction,46474,Medford,
7480316,2025-01-02 09:22:00,135,2808,$47.24,Online Transaction,39021,ONLINE,
7480317,2025-01-02 09:22:00,851,4243,$35.20,Swipe Transaction,60569,Louisville,
7480318,2025-01-02 09:22:00,1102,5010,$18.35,Swipe Transaction,24504,Council Hill,
7480319,2025-01-02 09:22:00,1654,2915,$4.88,Swipe Transaction,50783,New Milford,
7480320,2025-01-02 09:23:00,1259,3289,$14.52,Swipe Transaction,59397,Stamford,
7480321,2025-01-02 09:23:00,1659,185,$38.79,Swipe Transaction,63683,Wauconda,
7480322,2025-01-02 09:24:00,148,3423,$17.45,Swipe Transaction,83271,Henniker,
7480323,2025-01-02 09:24:00,421,2177,$88.22,Swipe Transaction,80449,Cedar Rapids,
7480324,2025-01-02 09:24:00,605,5061,$50.01,Online Transaction,27310,ONLINE,
7480326,2025-01-02 09:24:00,658,199,$28.43,Online Transaction,39021,ONLINE,
7480327,2025-01-02 09:24:00,733,3707,$120.00,Swipe Transaction,27092,San Angelo,
7480328,2025-01-02 09:24:00,1296,3708,$6.02,Swipe Transaction,75781,Longwood,
7480329,2025-01-02 09:24:00,1993,4176,$80.00,Swipe Transaction,61195,Sunnyvale,
7480330,2025-01-02 09:25:00,114,3398,$2.84,Swipe Transaction,41137,North Hollywood,
7480331,2025-01-02 09:25:00,1525,4726,$1.61,Swipe Transaction,2177,Harvey,
7480332,2025-01-02 09:25:00,1534,4250,$28.04,Online Transaction,18563,ONLINE,
7480333,2025-01-02 09:26:00,285,2156,$27.92,Swipe Transaction,24823,Watsonville,
7480334,2025-01-02 09:26:00,335,5131,$2.42,Swipe Transaction,75781,Palm Beach Gardens,
7480335,2025-01-02 09:26:00,702,4199,$100.00,Swipe Transaction,27092,Wantagh,
7480336,2025-01-02 09:26:00,1755,4228,$35.82,Online Transaction,39021,ONLINE,
7480337,2025-01-02 09:26:00,1759,4232,$3.25,Swipe Transaction,17812,Oceanside,
7480339,2025-01-02 09:27:00,1070,4138,$35.20,Swipe Transaction,99256,Marion,
7480340,2025-01-02 09:27:00,1595,2429,$2.38,Swipe Transaction,14528,Bronx,
7480342,2025-01-02 09:28:00,165,5146,$100.00,Swipe Transaction,27092,Oakland,
7480343,2025-01-02 09:28:00,801,3261,$1.45,Swipe Transaction,40278,Lamesa,
7480344,2025-01-02 09:28:00,1993,4176,$-80.00,Swipe Transaction,61195,Sunnyvale,
7480345,2025-01-02 09:29:00,1190,5358,$4.83,Swipe Transaction,69972,Summerville,
7480346,2025-01-02 09:29:00,1799,5909,$48.64,Swipe Transaction,20561,Lynnwood,
7480347,2025-01-02 09:30:00,1202,2885,$8.96,Swipe Transaction,14538,Chicago,
7480348,2025-01-02 09:30:00,1989,2984,$-61.00,Swipe Transaction,43293,Upper Marlboro,
7480350,2025-01-02 09:31:00,280,5856,$54.52,Swipe Transaction,81833,Richmond,
7480351,2025-01-02 09:31:00,970,1012,$96.00,Swipe Transaction,43293,Port Orange,
7480352,2025-01-02 09:31:00,1130,2446,$1.49,Swipe Transaction,75559,Federal Way,
7480353,2025-01-02 09:31:00,1164,5757,$83.56,Swipe Transaction,24977,San Francisco,
7480355,2025-01-02 09:31:00,1808,4702,$19.71,Online Transaction,41122,ONLINE,
7480356,2025-01-02 09:31:00,1863,2213,$51.62,Swipe Transaction,19496,Battle Creek,
7480357,2025-01-02 09:32:00,161,5588,$15.27,Online Transaction,41122,ONLINE,
7480358,2025-01-02 09:32:00,1150,1225,$1411.14,Swipe Transaction,57386,Fort Worth,
7480360,2025-01-02 09:33:00,1234,22,$20.84,Online Transaction,18563,ONLINE,
7480361,2025-01-02 09:34:00,1095,4691,$4.20,Swipe Transaction,59935,Ridgewood,
7480362,2025-01-02 09:34:00,1412,3436,$6.04,Swipe Transaction,20519,Glasgow,
7480363,2025-01-02 09:34:00,1535,187,$76.00,Swipe Transaction,43293,Lucasville,
7480364,2025-01-02 09:34:00,1725,3296,$1.29,Swipe Transaction,14528,Henrico,
7480365,2025-01-02 09:34:00,1880,2014,$37.30,Swipe Transaction,48919,Milwaukee,
7480366,2025-01-02 09:35:00,205,2861,$14.47,Swipe Transaction,83480,Great Falls,
7480367,2025-01-02 09:35:00,380,5838,$16.87,Swipe Transaction,75781,Des Moines,
7480368,2025-01-02 09:35:00,699,3875,$3.62,Swipe Transaction,75938,Riverside,
7480369,2025-01-02 09:35:00,1723,4099,$14.08,Swipe Transaction,64475,Hillsboro,
7480371,2025-01-02 09:35:00,1962,3798,$0.47,Swipe Transaction,50783,Lyons,
7480372,2025-01-02 09:35:00,1989,2984,$49.52,Swipe Transaction,43293,Upper Marlboro,
7480373,2025-01-02 09:36:00,42,2824,$5.46,Swipe Transaction,42043,Valdosta,
7480374,2025-01-02 09:36:00,241,3921,$36.94,Swipe Transaction,82019,Rockingham,
7480375,2025-01-02 09:36:00,566,2543,$10.06,Swipe Transaction,69972,Mc Bee,
7480376,2025-01-02 09:36:00,705,5359,$64.23,Online Transaction,15143,ONLINE,
7480377,2025-01-02 09:36:00,1087,1029,$6.85,Swipe Transaction,75936,Stanford,
7480378,2025-01-02 09:36:00,1448,126,$104.42,Swipe Transaction,89829,Inman,
7480379,2025-01-02 09:37:00,1168,3239,$-66.00,Swipe Transaction,61195,Berkeley Heights,
7480380,2025-01-02 09:37:00,1755,998,$33.01,Online Transaction,39021,ONLINE,
7480381,2025-01-02 09:38:00,375,5537,$0.97,Swipe Transaction,86438,Statesville,
7480383,2025-01-02 09:38:00,970,1012,$-96.00,Swipe Transaction,43293,Port Orange,
7480386,2025-01-02 09:39:00,13,4270,$12.37,Swipe Transaction,60569,Louisville,
7480387,2025-01-02 09:39:00,106,1037,$34.28,Swipe Transaction,86823,Indianapolis,
7480388,2025-01-02 09:39:00,142,1046,$13.99,Swipe Transaction,97287,Eastford,
7480389,2025-01-02 09:39:00,285,2927,$43.14,Swipe Transaction,18215,Merced,
7480390,2025-01-02 09:39:00,509,3446,$6.52,Swipe Transaction,10173,Huntington,
7480391,2025-01-02 09:39:00,1718,2029,$44.60,Online Transaction,15143,ONLINE,
7480393,2025-01-02 09:40:00,737,148,$65.73,Swipe Transaction,46474,Medford,
7480394,2025-01-02 09:41:00,47,4952,$2.34,Swipe Transaction,43293,Huntington,
7480395,2025-01-02 09:41:00,59,1001,$35.80,Swipe Transaction,20561,Chaparral,
7480397,2025-01-02 09:43:00,180,2888,$11.67,Swipe Transaction,2358,Glendale,
7480398,2025-01-02 09:43:00,394,4717,$28.10,Online Transaction,18563,ONLINE,
7480399,2025-01-02 09:43:00,793,4234,$79.15,Swipe Transaction,31883,Atlantic City,
7480400,2025-01-02 09:43:00,1130,2446,$61.27,Swipe Transaction,66010,Federal Way,
7480401,2025-01-02 09:43:00,1331,5027,$11.40,Swipe Transaction,20561,Olympia,
7480402,2025-01-02 09:43:00,1955,4184,$37.16,Swipe Transaction,94123,Dillsboro,
7480403,2025-01-02 09:44:00,142,5140,$93.23,Swipe Transaction,12382,Hampton,
7480405,2025-01-02 09:44:00,1026,2891,$140.00,Swipe Transaction,27092,Dinuba,
7480406,2025-01-02 09:44:00,1645,1047,$4.10,Swipe Transaction,68671,Rocky River,
7480407,2025-01-02 09:45:00,44,5862,$14.35,Online Transaction,39261,ONLINE,
7480408,2025-01-02 09:45:00,247,2137,$138.33,Swipe Transaction,26238,Lake Charles,
7480409,2025-01-02 09:45:00,702,3863,$13.83,Swipe Transaction,24504,Lake Grove,
7480410,2025-01-02 09:46:00,28,2568,$58.57,Swipe Transaction,61195,Woodbridge,
7480411,2025-01-02 09:46:00,55,3667,$2.04,Swipe Transaction,14528,Richmond,
7480412,2025-01-02 09:46:00,509,4588,$5.54,Swipe Transaction,60569,Charmco,
7480413,2025-01-02 09:46:00,1398,4930,$136.80,Swipe Transaction,61195,Parsippany,
7480414,2025-01-02 09:46:00,1485,5029,$28.97,Swipe Transaction,24504,Maud,
7480415,2025-01-02 09:47:00,1168,3239,$70.12,Swipe Transaction,61195,Berkeley Heights,
7480416,2025-01-02 09:48:00,514,2155,$10.27,Swipe Transaction,35123,Melbourne,
7480417,2025-01-02 09:48:00,592,5946,$104.79,Swipe Transaction,54850,Chapin,
7480418,2025-01-02 09:48:00,831,4156,$150.29,Swipe Transaction,46284,Central City,
7480419,2025-01-02 09:48:00,1492,5452,$123.11,Online Transaction,73186,ONLINE,
7480421,2025-01-02 09:49:00,511,4707,$9.36,Swipe Transaction,29838,Tucson,
7480424,2025-01-02 09:50:00,421,2177,$1.06,Swipe Transaction,14528,Cedar Rapids,
7480425,2025-01-02 09:50:00,877,3877,$83.50,Swipe Transaction,25805,Mesa,
7480426,2025-01-02 09:50:00,996,1107,$46.39,Swipe Transaction,24823,Hollywood,
7480429,2025-01-02 09:51:00,59,1145,$41.97,Swipe Transaction,32514,Silver City,
7480431,2025-01-02 09:51:00,1535,187,$-76.00,Swipe Transaction,43293,Lucasville,
7480432,2025-01-02 09:51:00,1575,2112,$31.66,Online Transaction,18563,ONLINE,
7480433,2025-01-02 09:51:00,1996,4744,$142.50,Online Transaction,4802,ONLINE,
7480434,2025-01-02 09:52:00,128,5048,$12.06,Swipe Transaction,22204,Houston,
7480435,2025-01-02 09:52:00,141,2952,$4.78,Swipe Transaction,50783,Victoria,
7480436,2025-01-02 09:52:00,716,4715,$3.97,Swipe Transaction,75781,Cathedral City,
7480437,2025-01-02 09:52:00,831,4156,$64.35,Swipe Transaction,40475,Arlington Heights,
7480438,2025-01-02 09:52:00,970,1012,$41.86,Swipe Transaction,43293,Port Orange,
7480439,2025-01-02 09:52:00,1830,4083,$16.79,Online Transaction,88459,ONLINE,
7480440,2025-01-02 09:52:00,1983,3399,$60.00,Swipe Transaction,27092,San Juan Capistrano,
7480441,2025-01-02 09:53:00,1066,1126,$6.23,Swipe Transaction,75936,Furlong,
7480442,2025-01-02 09:53:00,1459,3383,$2.52,Swipe Transaction,47756,Albuquerque,
7480443,2025-01-02 09:53:00,1989,2984,$61.00,Swipe Transaction,43293,Upper Marlboro,
7480444,2025-01-02 09:54:00,343,1091,$2.84,Swipe Transaction,25717,Manteca,
7480447,2025-01-02 09:54:00,1508,1108,$0.76,Swipe Transaction,25887,Bloomington,
7480448,2025-01-02 09:54:00,1985,2834,$2.60,Swipe Transaction,61195,Alpharetta,
7480450,2025-01-02 09:55:00,28,2568,$-97.00,Swipe Transaction,61195,Woodbridge,
7480449,2025-01-02 09:55:00,28,2568,$97.00,Swipe Transaction,61195,Woodbridge,
7480451,2025-01-02 09:55:00,826,69,$24.74,Swipe Transaction,26909,Alpharetta,
7480452,2025-01-02 09:56:00,52,4976,$54.26,Swipe Transaction,93035,Pawling,
7480453,2025-01-02 09:56:00,346,2440,$30.76,Swipe Transaction,20519,Arvin,
7480454,2025-01-02 09:56:00,1591,2847,$14.81,Online Transaction,88998,ONLINE,
7480455,2025-01-02 09:57:00,1168,3239,$66.00,Swipe Transaction,61195,Berkeley Heights,
7480457,2025-01-02 09:57:00,1535,187,$21.93,Swipe Transaction,43293,Lucasville,
7480458,2025-01-02 09:58:00,1164,5757,$3.93,Swipe Transaction,75936,San Francisco,
7480459,2025-01-02 09:58:00,1352,2403,$18.76,Swipe Transaction,20519,Brimley,
7480460,2025-01-02 09:58:00,1422,3212,$97.88,Swipe Transaction,1162,Angier,
7480461,2025-01-02 09:59:00,64,5429,$5.42,Swipe Transaction,86718,Ocoee,
7480463,2025-01-02 09:59:00,234,2052,$11.62,Online Transaction,9932,ONLINE,
7480464,2025-01-02 09:59:00,987,5090,$13.27,Swipe Transaction,83229,Gaithersburg,
7480465,2025-01-02 09:59:00,1858,2146,$29.87,Swipe Transaction,10054,Pacoima,
7480468,2025-01-02 10:00:00,1459,3383,$-100.00,Swipe Transaction,50867,Albuquerque,
7480470,2025-01-02 10:01:00,1782,2172,$83.00,Swipe Transaction,59935,Westminster,
7480471,2025-01-02 10:01:00,1983,3399,$51.34,Swipe Transaction,67858,Laguna Beach,
7480472,2025-01-02 10:02:00,506,2486,$8.19,Swipe Transaction,60600,Lake View,
7480473,2025-01-02 10:02:00,704,2945,$58.16,Swipe Transaction,19964,Mount Vernon,
7480474,2025-01-02 10:02:00,859,233,$49.60,Online Transaction,39021,ONLINE,
7480475,2025-01-02 10:02:00,1168,3239,$97.00,Swipe Transaction,43293,Berkeley Heights,
7480476,2025-01-02 10:02:00,1248,5787,$11.85,Swipe Transaction,50783,Middleton,
7480477,2025-01-02 10:02:00,1671,5785,$20.70,Swipe Transaction,32858,Tampa,
7480478,2025-01-02 10:02:00,1731,4616,$50.08,Swipe Transaction,36586,Fontana,
7480479,2025-01-02 10:02:00,1774,4516,$98.42,Swipe Transaction,96787,Minneapolis,
7480480,2025-01-02 10:02:00,1834,1119,$126.08,Swipe Transaction,42779,Lubbock,
7480481,2025-01-02 10:02:00,1958,3215,$9.25,Swipe Transaction,48963,Fayetteville,
7480482,2025-01-02 10:03:00,275,3911,$23.73,Swipe Transaction,56076,Seabrook,
7480483,2025-01-02 10:03:00,364,4623,$146.42,Swipe Transaction,20830,Alcoa,
7480484,2025-01-02 10:03:00,528,3834,$23.08,Swipe Transaction,11468,Sioux City,
7480487,2025-01-02 10:03:00,1958,3215,$11.83,Swipe Transaction,86410,Fayetteville,
7480488,2025-01-02 10:04:00,119,5928,$63.86,Swipe Transaction,53990,Las Vegas,
7480489,2025-01-02 10:04:00,203,5375,$79.71,Swipe Transaction,59935,Ridgeland,
7480490,2025-01-02 10:04:00,570,5897,$42.94,Swipe Transaction,41184,Gainesville,
7480491,2025-01-02 10:04:00,1083,5173,$34.23,Swipe Transaction,71667,Ashland,
7480492,2025-01-02 10:05:00,274,4564,$40.70,Swipe Transaction,20519,Chantilly,
7480495,2025-01-02 10:06:00,229,5942,$136.88,Swipe Transaction,60569,Cedar Rapids,
7480496,2025-01-02 10:06:00,256,147,$7.99,Online Transaction,16798,ONLINE,
7480497,2025-01-02 10:06:00,706,4284,$2.67,Swipe Transaction,75781,San Rafael,
7480498,2025-01-02 10:06:00,912,4197,$226.03,Swipe Transaction,48379,Miami,
7480499,2025-01-02 10:06:00,1709,3319,$22.11,Online Transaction,9932,ONLINE,
7480500,2025-01-02 10:06:00,1791,4587,$14.16,Swipe Transaction,99340,Indianapolis,
7480501,2025-01-02 10:08:00,60,4544,$100.96,Swipe Transaction,2177,Sodus,
7480502,2025-01-02 10:08:00,1069,5167,$3.97,Swipe Transaction,50783,Mount Holly,
7480503,2025-01-02 10:08:00,1595,2429,$23.83,Swipe Transaction,66428,Bronx,
7480504,2025-01-02 10:08:00,1944,1059,$8.04,Swipe Transaction,30123,North Royalton,
7480506,2025-01-02 10:09:00,1459,3383,$100.00,Swipe Transaction,50867,Albuquerque,
7480507,2025-01-02 10:09:00,1782,2172,$50.85,Swipe Transaction,59935,Westminster,
7480508,2025-01-02 10:09:00,1853,1034,$7.23,Swipe Transaction,20519,Butler,
7480510,2025-01-02 10:10:00,705,5359,$71.96,Swipe Transaction,86410,Walnut Creek,
7480511,2025-01-02 10:10:00,747,2549,$4.88,Swipe Transaction,94790,New Marshfield,
7480512,2025-01-02 10:10:00,1063,2015,$1.94,Swipe Transaction,43293,Rock Falls,
7480514,2025-01-02 10:11:00,488,5413,$111.51,Swipe Transaction,60569,Corpus Christi,
7480515,2025-01-02 10:11:00,1995,190,$0.33,Swipe Transaction,59935,Chambersburg,
7480516,2025-01-02 10:12:00,721,2563,$1.32,Swipe Transaction,4312,Miami,
7480517,2025-01-02 10:12:00,940,2224,$36.51,Swipe Transaction,59935,Miami,
7480518,2025-01-02 10:12:00,1080,2562,$1.02,Swipe Transaction,88646,Centerville,
7480519,2025-01-02 10:13:00,509,3446,$34.84,Swipe Transaction,10173,Huntington,
7480522,2025-01-02 10:13:00,940,2224,$-54.00,Swipe Transaction,59935,Miami,
7480523,2025-01-02 10:13:00,1344,1027,$6.10,Swipe Transaction,20519,Utica,
7480524,2025-01-02 10:13:00,1805,2546,$775.20,Swipe Transaction,38489,Remsen,
7480525,2025-01-02 10:13:00,1958,3215,$0.96,Swipe Transaction,14528,Fayetteville,
7480526,2025-01-02 10:14:00,1140,2195,$9.41,Swipe Transaction,43143,Lawrence,
7480528,2025-01-02 10:14:00,1564,5925,$3.89,Swipe Transaction,26810,Amarillo,
7480529,2025-01-02 10:14:00,1591,2847,$17.61,Online Transaction,88998,ONLINE,
7480530,2025-01-02 10:14:00,1604,2950,$8.41,Swipe Transaction,48919,Horn Lake,
7480531,2025-01-02 10:14:00,1825,4310,$22.81,Swipe Transaction,53802,Aurora,
7480532,2025-01-02 10:15:00,4,4201,$26.37,Swipe Transaction,20519,Seattle,
7480533,2025-01-02 10:15:00,282,3290,$8.68,Swipe Transaction,65551,San Antonio,
7480534,2025-01-02 10:15:00,663,5941,$3.66,Swipe Transaction,98374,Franklin,
7480535,2025-01-02 10:15:00,977,3026,$17.94,Swipe Transaction,34818,Balch Springs,
7480536,2025-01-02 10:15:00,1202,2885,$9.33,Swipe Transaction,20519,Chicago,
7480537,2025-01-02 10:15:00,1516,1002,$18.31,Swipe Transaction,86410,Santa Cruz,
7480538,2025-01-02 10:17:00,153,1028,$28.77,Swipe Transaction,94123,Monroe,
7480539,2025-01-02 10:17:00,705,4597,$19.01,Swipe Transaction,50867,Oakland,
7480540,2025-01-02 10:18:00,652,2502,$2.32,Swipe Transaction,75936,Wethersfield,
7480543,2025-01-02 10:19:00,1459,3383,$37.39,Swipe Transaction,50867,Albuquerque,
7480544,2025-01-02 10:19:00,1521,2495,$3.33,Swipe Transaction,50783,Weatherford,
7480547,2025-01-02 10:20:00,1168,3239,$87.37,Swipe Transaction,61803,Berkeley Heights,
7480548,2025-01-02 10:20:00,1168,3239,$-97.00,Swipe Transaction,43293,Berkeley Heights,
7480550,2025-01-02 10:22:00,997,5825,$34.84,Online Transaction,15143,ONLINE,
7480551,2025-01-02 10:22:00,1133,195,$20.88,Swipe Transaction,60569,Elmira,
7480552,2025-01-02 10:22:00,1891,1161,$24.03,Swipe Transaction,20561,Port Orange,
7480553,2025-01-02 10:22:00,1909,1136,$1.10,Swipe Transaction,75781,Los Angeles,
7480555,2025-01-02 10:23:00,1083,5527,$6.29,Swipe Transaction,98374,Oil Springs,
7480557,2025-01-02 10:24:00,859,233,$100.44,Swipe Transaction,48618,Cookeville,
7480558,2025-01-02 10:24:00,1407,4695,$41.35,Swipe Transaction,88108,Bessemer,
